cohort,run_id,outer_fold,condition,shuffle,head,auc,ap,n,n_pos,fit_sec
GvHD,20260828_000654_nogit,9,real,-1,w_class,0.6050401802753278,0.6040586934052428,1956,965,118.6
GvHD,20260828_000654_nogit,9,shuffled,0,y,0.4972921034241789,0.028224713143010068,1956,48,119.0
GvHD,20260828_000654_nogit,9,shuffled,0,w_class,0.598205612167539,0.5942257437846368,1956,965,119.0
GvHD,20260828_000654_nogit,9,shuffled,1,y,0.46641334730957373,0.022110540145212514,1956,48,121.3
GvHD,20260828_000654_nogit,9,shuffled,1,w_class,0.609716463717499,0.6002715057708483,1956,965,121.3
GvHD,20260828_000654_nogit,9,shuffled,2,y,0.5242291229909154,0.025317141184771075,1956,48,119.6
GvHD,20260828_000654_nogit,9,shuffled,2,w_class,0.6030847576373892,0.5994292141191886,1956,965,119.6
GvHD,20260828_000654_nogit,9,shuffled,3,y,0.4967133997204752,0.02918701839126662,1956,48,118.9
GvHD,20260828_000654_nogit,9,shuffled,3,w_class,0.6034094414497315,0.5912395458956325,1956,965,118.9
GvHD,20260828_000654_nogit,9,shuffled,4,y,0.5521597658979734,0.03473917013943528,1956,48,118.3
GvHD,20260828_000654_nogit,9,shuffled,4,w_class,0.6100563098978893,0.5899616820976902,1956,965,118.3
