outer_fold,inner_fold,role,task,task_type,model,n,n_pos,n_neg,auc,ap,brier,y_mean,y_std,r2,mse,rmse,mae
7,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8369518417981036,0.21631208527241466,0.06306839840457959,,,,,,
7,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9862157406217815,0.6405154664091127,0.0513379971170777,,,,,,
7,4,val,w_reg,regression,linreg,992,,,,,,0.04415322580645162,0.15546709902610828,-0.04777010266746751,0.025299094308951678,0.1590568901649711,0.08186684619132129
7,4,train,w_reg,regression,linreg,3720,,,,,,0.04944623655913979,0.16303360627579896,0.05595165710299321,0.02508601878128225,0.1583856646962794,0.08006575886234242
7,4,val,w_reg,regression,xgb_reg,992,,,,,,0.04415322580645162,0.15546709902610828,-0.10938405579741128,0.026786803499177055,0.16366674524526068,0.08187041510555021
7,4,train,w_reg,regression,xgb_reg,3720,,,,,,0.04944623655913979,0.16303360627579896,0.6975444518813457,0.008037094305281085,0.08964984275101148,0.046570368655422266
8,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7245658315448293,0.11704950740752268,0.14234573813521287,,,,,,
8,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9085138783450818,0.26177027179394946,0.12463925815806755,,,,,,
8,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8529439139766108,0.19535138984454198,0.07145564518997745,,,,,,
8,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9834369927687674,0.6112896169325568,0.055889748679344174,,,,,,
8,-1,test,w_reg,regression,linreg,498,,,,,,0.04742971887550201,0.1508774473039327,-0.008849145693099914,0.02291933074023195,0.15139131659455224,0.07874436958068345
8,-1,train,w_reg,regression,linreg,4752,,,,,,0.04789983164983165,0.16149783037203247,0.0480465807147461,0.02482319511950653,0.1575537848466565,0.07874142526024921
8,-1,test,w_reg,regression,xgb_reg,498,,,,,,0.04742971887550201,0.1508774473039327,-0.008859332661092623,0.02291956217075817,0.1513920809380668,0.07843370106535141
8,-1,train,w_reg,regression,xgb_reg,4752,,,,,,0.04789983164983165,0.16149783037203247,0.642922689025686,0.009311169626050853,0.09649440204514899,0.04950312462373882
8,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7711419947705165,0.23407899215237704,0.1321458520598021,,,,,,
8,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9198105323929389,0.25591327715307155,0.12182100928425887,,,,,,
8,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8533743620786776,0.3244656083201975,0.06342890602334844,,,,,,
8,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9866605044163789,0.6537091656793362,0.05150729869872594,,,,,,
8,0,val,w_reg,regression,linreg,947,,,,,,0.048933474128827883,0.16826946202059337,-0.06811032488551105,0.0302111935381658,0.17381367477320592,0.0863130348866536
8,0,train,w_reg,regression,linreg,3805,,,,,,0.047642575558475696,0.15978968326098375,0.05961329046364905,0.024004341769571898,0.1549333462156288,0.07918779598231307
8,0,val,w_reg,regression,xgb_reg,947,,,,,,0.048933474128827883,0.16826946202059337,-0.09420408291631821,0.03094924798407829,0.17592398353856784,0.0846779302857309
8,0,train,w_reg,regression,xgb_reg,3805,,,,,,0.047642575558475696,0.15978968326098375,0.7115867580998896,0.007362045804383891,0.08580236479482306,0.04470389117996417
8,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7091776595118588,0.187869048685636,0.12384944466164757,,,,,,
8,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9254415457341723,0.2594759232516687,0.11805628876719791,,,,,,
8,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.806862225809435,0.25158294396913733,0.05696660929719509,,,,,,
8,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9873180299320232,0.6408131017841643,0.04911829280443566,,,,,,
8,1,val,w_reg,regression,linreg,970,,,,,,0.05208247422680412,0.17331823007767191,-0.006548063693951001,0.030204736491609964,0.1737950991587794,0.0867334348297457
8,1,train,w_reg,regression,linreg,3782,,,,,,0.04682707562136436,0.15833045642668217,0.05298015023815805,0.023734121557288993,0.15405882498996606,0.07696800170191487
8,1,val,w_reg,regression,xgb_reg,970,,,,,,0.05208247422680412,0.17331823007767191,-0.04754163023648017,0.031434881300318136,0.17729884743087906,0.08581953550924273
8,1,train,w_reg,regression,xgb_reg,3782,,,,,,0.04682707562136436,0.15833045642668217,0.6927937770984018,0.00769917318980776,0.08774493255913848,0.04527498230326785
8,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7158339008415937,0.15186648990347829,0.13048935020554608,,,,,,
8,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9200087852612341,0.2666284953163884,0.12116948340632568,,,,,,
8,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.840657132527892,0.2930138061761467,0.06400565506923067,,,,,,
8,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9850023943048928,0.6182010923576481,0.05341656345376659,,,,,,
8,2,val,w_reg,regression,linreg,943,,,,,,0.045068928950159064,0.15182181183007082,-0.03513786675439068,0.023834483546742946,0.15438420756911292,0.07844778217509595
8,2,train,w_reg,regression,linreg,3809,,,,,,0.04860068259385666,0.16381661326967845,0.055637463011878996,0.02533614894695015,0.15917332988585164,0.08040799915673194
8,2,val,w_reg,regression,xgb_reg,943,,,,,,0.045068928950159064,0.15182181183007082,-0.09148012042716203,0.025131787569018384,0.15853008411345268,0.07886063459291284
8,2,train,w_reg,regression,xgb_reg,3809,,,,,,0.04860068259385666,0.16381661326967845,0.701945818691361,0.007996447165281771,0.08942285594456136,0.04621419597790836
8,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7006416668079407,0.17352416049775735,0.1329679548509485,,,,,,
8,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9230663888675187,0.2661405802680924,0.11846240505023345,,,,,,
8,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8095478664790547,0.2151197358466756,0.0638632895731038,,,,,,
8,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.987269553457208,0.649143385108745,0.04961441962743924,,,,,,
8,3,val,w_reg,regression,linreg,952,,,,,,0.04852941176470588,0.15783345578473945,-0.03165941317252563,0.02567308418039899,0.16022822529254635,0.08175119698869393
8,3,train,w_reg,regression,linreg,3800,,,,,,0.0477421052631579,0.16242294405908192,0.0556464845091017,0.02490663490691865,0.1578183604873611,0.07803871225193143
8,3,val,w_reg,regression,xgb_reg,952,,,,,,0.04852941176470588,0.15783345578473945,-0.08234854371128564,0.026934494970371776,0.16411732075065014,0.08060064190282694
8,3,train,w_reg,regression,xgb_reg,3800,,,,,,0.0477421052631579,0.16242294405908192,0.6962282271883371,0.00801175885549022,0.08950842896336758,0.04563965688380604
8,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.7172122600415082,0.24291194540446653,0.1262355526064228,,,,,,
8,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9203481698494302,0.2610908373047431,0.12155954659286787,,,,,,
8,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8492806711269429,0.31794270022006293,0.06132234166276815,,,,,,
8,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9865801068667241,0.6486665640303301,0.051346870245034926,,,,,,
8,4,val,w_reg,regression,linreg,940,,,,,,0.04474468085106383,0.15507337479116334,-0.019048938684717243,0.024479765676272202,0.15646010889767462,0.07929384506977301
8,4,train,w_reg,regression,linreg,3812,,,,,,0.04867785939139559,0.16305349907651442,0.05607747141944597,0.025088959731252525,0.1583949485660844,0.07958407041340174
8,4,val,w_reg,regression,xgb_reg,940,,,,,,0.04474468085106383,0.15507337479116334,-0.0791469586125928,0.025923450458811875,0.16100760994068533,0.08133697968933785
8,4,train,w_reg,regression,xgb_reg,3812,,,,,,0.04867785939139559,0.16305349907651442,0.7033950918469682,0.007883601006889425,0.08878964470527757,0.046172307176995046
9,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7605065481144058,0.2174674543410183,0.12592948426224437,,,,,,
9,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9072980392695844,0.25440973511137654,0.12667062058859646,,,,,,
9,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8736695720730586,0.30465039443488456,0.06595871741879682,,,,,,
9,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9834424499468969,0.5945253321346455,0.05643542872736452,,,,,,
9,-1,test,w_reg,regression,linreg,498,,,,,,0.040361445783132534,0.14984052515051582,-0.0666356427005268,0.023900209667057637,0.15459692644764203,0.0765063855165698
9,-1,train,w_reg,regression,linreg,4752,,,,,,0.048640572390572394,0.1615787312809655,0.055550218374457616,0.024652209874930855,0.15701022219884556,0.07890896317723084
9,-1,test,w_reg,regression,xgb_reg,498,,,,,,0.040361445783132534,0.14984052515051582,-0.1709618277547127,0.02623785674797312,0.16198103823587848,0.0785116345020657
9,-1,train,w_reg,regression,xgb_reg,4752,,,,,,0.048640572390572394,0.1615787312809655,0.6529305448814049,0.009059273679999447,0.09518021685202996,0.04915893568509361
9,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.670875476076374,0.15303203106941282,0.13301711209540457,,,,,,
9,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9266044712577572,0.2674676598853097,0.11844717741553769,,,,,,
9,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.7974373849219363,0.2030175819145945,0.06598723369729596,,,,,,
9,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9875187576701216,0.6466063652742606,0.04949603190908259,,,,,,
9,0,val,w_reg,regression,linreg,909,,,,,,0.04783278327832783,0.1594685232051643,-0.031039205031295092,0.02619069900993152,0.1618354071578019,0.08374602397102597
9,0,train,w_reg,regression,linreg,3843,,,,,,0.048831641946396054,0.16209380744931226,0.04664840821320848,0.025042225346026178,0.15824735494164247,0.07999340420947033
9,0,val,w_reg,regression,xgb_reg,909,,,,,,0.04783278327832783,0.1594685232051643,-0.08726097216319428,0.027618857486905568,0.16618922193363073,0.08438638104661493
9,0,train,w_reg,regression,xgb_reg,3843,,,,,,0.048831641946396054,0.16209380744931226,0.7125106688333018,0.007551644826187983,0.08690020038059741,0.045452115589536976
9,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7158624864428582,0.21600751955726766,0.13074013881328564,,,,,,
9,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9170226178877903,0.2541891474842222,0.12298578862983214,,,,,,
9,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8633482146610505,0.2826573428217564,0.057106166246381936,,,,,,
9,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9863857938681995,0.6440929446515952,0.0506994845938988,,,,,,
9,1,val,w_reg,regression,linreg,942,,,,,,0.04925690021231423,0.16594712494823508,-0.0035361869477437136,0.02760649198145648,0.1661520146776935,0.08729398728555934
9,1,train,w_reg,regression,linreg,3810,,,,,,0.04848818897637795,0.16050220800214446,0.03401030903534408,0.024878289155650393,0.15772852993561562,0.08300445545836306
9,1,val,w_reg,regression,xgb_reg,942,,,,,,0.04925690021231423,0.16594712494823508,-0.0021253521704631684,0.02756768102528696,0.16603518008327922,0.08453846139571396
9,1,train,w_reg,regression,xgb_reg,3810,,,,,,0.04848818897637795,0.16050220800214446,0.6907234732520777,0.007965168710865231,0.08924779387113853,0.04688608187300239
9,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7221605670038087,0.12908229599869492,0.13005599317137326,,,,,,
9,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.922807810352096,0.2719274198498838,0.12072456618431258,,,,,,
9,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8313886716943695,0.2153091314675552,0.0585549875344402,,,,,,
9,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.988650720992762,0.6751465611227591,0.04651154785433254,,,,,,
9,2,val,w_reg,regression,linreg,989,,,,,,0.05828109201213347,0.18116994352726584,-0.019337731694013982,0.033423432687562885,0.18282076656540658,0.08925503240783368
9,2,train,w_reg,regression,linreg,3763,,,,,,0.04610682965718842,0.155949583122039,0.06732389988673215,0.022676909000053112,0.1505885420609852,0.07514133145755003
9,2,val,w_reg,regression,xgb_reg,989,,,,,,0.05828109201213347,0.18116994352726584,-0.06347129996703504,0.03487054418218386,0.18673656359209317,0.089744674441284
9,2,train,w_reg,regression,xgb_reg,3763,,,,,,0.04610682965718842,0.155949583122039,0.721539836384697,0.006770427364523713,0.0822826066949979,0.042125499308509555
9,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7676038788207572,0.2753608644400231,0.12572090930801438,,,,,,
9,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9145924743672691,0.23820476756794376,0.1259456779414534,,,,,,
9,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8528082458846865,0.31976222331330195,0.06299909931254527,,,,,,
9,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9852178524629239,0.6306196581607054,0.05498500177066072,,,,,,
9,3,val,w_reg,regression,linreg,954,,,,,,0.038322851153039836,0.1314720776448632,-0.07683660500409584,0.01859351028336558,0.1363580224385994,0.07382027676106437
9,3,train,w_reg,regression,linreg,3798,,,,,,0.051232227488151656,0.16821267842174092,0.0651201741679065,0.026445932001769087,0.1626220526305368,0.08376330479765688
9,3,val,w_reg,regression,xgb_reg,954,,,,,,0.038322851153039836,0.1314720776448632,-0.20056263395769536,0.020729861500419527,0.1439786841876933,0.07449204208465962
9,3,train,w_reg,regression,xgb_reg,3798,,,,,,0.051232227488151656,0.16821267842174092,0.7060719960006394,0.00831465156525785,0.09118471124732397,0.04744468132942419
9,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.7299590300412727,0.2184795180261573,0.13428705895741164,,,,,,
9,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9189546269247698,0.256187603777295,0.12266840339260125,,,,,,
9,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8259592453185599,0.2104689327835975,0.06367828700153524,,,,,,
9,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9864560538503823,0.6328129127190307,0.050699597023136214,,,,,,
9,4,val,w_reg,regression,linreg,958,,,,,,0.049123173277661795,0.16462954666100169,-0.03672277115209077,0.028068850731382527,0.16753760990112795,0.08211065809411582
9,4,train,w_reg,regression,linreg,3794,,,,,,0.04851871375856615,0.16082101768362236,0.06183980975376113,0.024257616645719765,0.15574856867952194,0.07935669204503942
9,4,val,w_reg,regression,xgb_reg,958,,,,,,0.049123173277661795,0.16462954666100169,-0.061274101266164616,0.02873356808823485,0.1695097875883126,0.08123718109292755
9,4,train,w_reg,regression,xgb_reg,3794,,,,,,0.04851871375856615,0.16082101768362236,0.6996624799347922,0.007765701957738966,0.0881232203096265,0.04600625072833215
