outer_fold,inner_fold,role,task,task_type,model,n,n_pos,n_neg,auc,ap,brier,y_mean,y_std,r2,mse,rmse,mae
3,2,train,w_reg,regression,xgb_reg,3813,,,,,,0.048486755835300294,0.16140952505955178,0.7022510982762402,0.007755228067309624,0.08806377272925357,0.04553342559671346
3,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7119094037669317,0.15960349977115873,0.12986543718874663,,,,,,
3,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9218137598021101,0.25357924460921194,0.12189292368576846,,,,,,
3,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.842900130537237,0.2545039098157048,0.06644227284479053,,,,,,
3,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9843009639310935,0.6084287741019067,0.055178706530345345,,,,,,
3,3,val,w_reg,regression,linreg,924,,,,,,0.04510822510822511,0.1564970315555125,-0.03738840954709022,0.025379515654620623,0.1593094964357763,0.08141092554879781
3,3,train,w_reg,regression,linreg,3812,,,,,,0.04853095487932844,0.16099873066131212,0.0604572605647169,0.02434711469186867,0.1560356199457953,0.07924715134492076
3,3,val,w_reg,regression,xgb_reg,924,,,,,,0.04510822510822511,0.1564970315555125,-0.05012190680752715,0.025691038311019317,0.16028424224177285,0.07834000517267492
3,3,train,w_reg,regression,xgb_reg,3812,,,,,,0.04853095487932844,0.16099873066131212,0.7051273591423953,0.007641268145789145,0.08741434748248794,0.04511963627508044
3,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.7106454618538738,0.17042162573125674,0.13105456726676876,,,,,,
3,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9262449004521933,0.25234611598398526,0.11807677212006934,,,,,,
