cohort,run_id,outer_fold,condition,shuffle,head,auc,ap,n,n_pos,fit_sec
IBD,20260828_132354_nogit,8,shuffled,2,w_class,0.6190459948496684,0.4712475492796158,498,191,52.3
IBD,20260828_132354_nogit,8,shuffled,3,y,0.46438120702826585,0.03968685193535764,498,22,52.5
IBD,20260828_132354_nogit,8,shuffled,3,w_class,0.6120708767501748,0.4567183838109531,498,191,52.5
IBD,20260828_132354_nogit,8,shuffled,4,y,0.5893812070282659,0.05336013726721389,498,22,55.1
IBD,20260828_132354_nogit,8,shuffled,4,w_class,0.6117297951805174,0.4591460926661699,498,191,55.1
IBD,20260828_132354_nogit,9,real,-1,y,0.8128661087866109,0.31504187652066096,498,20,60.4
IBD,20260828_132354_nogit,9,real,-1,w_class,0.6190113541955137,0.47242569125635964,498,184,60.4
IBD,20260828_132354_nogit,9,shuffled,0,y,0.5439330543933054,0.06067786535909403,498,20,60.7
IBD,20260828_132354_nogit,9,shuffled,0,w_class,0.5931874826917752,0.44934397461346354,498,184,60.7
IBD,20260828_132354_nogit,9,shuffled,1,y,0.525836820083682,0.045359838349035536,498,20,60.0
IBD,20260828_132354_nogit,9,shuffled,1,w_class,0.6228883965660482,0.4623667139923561,498,184,60.0
IBD,20260828_132354_nogit,9,shuffled,2,y,0.5101464435146443,0.04433602389008237,498,20,59.6
IBD,20260828_132354_nogit,9,shuffled,2,w_class,0.6116207421766824,0.4767278507798485,498,184,59.6
IBD,20260828_132354_nogit,9,shuffled,3,y,0.3086820083682008,0.028116016403153376,498,20,51.1
IBD,20260828_132354_nogit,9,shuffled,3,w_class,0.5885488784270285,0.4446395964986362,498,184,51.1
IBD,20260828_132354_nogit,9,shuffled,4,y,0.3505230125523012,0.029666034187012087,498,20,49.8
IBD,20260828_132354_nogit,9,shuffled,4,w_class,0.6165882027139297,0.4555325967206363,498,184,49.8
