model,threshold,outer_fold,n_pos_train,n_pos_test,n_train,n_test,auc
xgboost,0.2727272727272727,6,2209,241,17367,1897,0.5633807404734701
xgboost,0.2727272727272727,7,2215,235,17320,1944,0.5586469628873423
xgboost,0.2727272727272727,8,2190,260,17308,1956,0.5714611302612482
xgboost,0.2727272727272727,9,2229,221,17308,1956,0.577756334189628
xgboost,0.36363636363636365,0,1667,195,17363,1901,0.5589352812096071
xgboost,0.36363636363636365,1,1680,182,17352,1912,0.5350616146858921
xgboost,0.36363636363636365,2,1668,194,17308,1956,0.5410484220134103
xgboost,0.36363636363636365,3,1696,166,17404,1860,0.5822943485867911
xgboost,0.36363636363636365,4,1679,183,17329,1935,0.5433368889886968
xgboost,0.36363636363636365,5,1661,201,17317,1947,0.5376282960911365
xgboost,0.36363636363636365,6,1677,185,17367,1897,0.5411325460974994
xgboost,0.36363636363636365,7,1676,186,17320,1944,0.5665895996183345
xgboost,0.36363636363636365,8,1658,204,17308,1956,0.5548336914674545
xgboost,0.36363636363636365,9,1696,166,17308,1956,0.5758800565390052
xgboost,0.4545454545454546,0,1370,166,17363,1901,0.5493646053956459
xgboost,0.4545454545454546,1,1386,150,17352,1912,0.5351059402194477
xgboost,0.4545454545454546,2,1381,155,17308,1956,0.5482724651179453
xgboost,0.4545454545454546,3,1389,147,17404,1860,0.572250616533829
xgboost,0.4545454545454546,4,1386,150,17329,1935,0.5414939309056956
xgboost,0.4545454545454546,5,1372,164,17317,1947,0.5609379916008919
xgboost,0.4545454545454546,6,1398,138,17367,1897,0.5530295540120787
xgboost,0.4545454545454546,7,1386,150,17320,1944,0.5714492753623189
xgboost,0.4545454545454546,8,1367,169,17308,1956,0.5581401509256532
xgboost,0.4545454545454546,9,1389,147,17308,1956,0.5846955697701967
xgboost,0.5454545454545454,0,1081,135,17363,1901,0.5413426450232792
xgboost,0.5454545454545454,1,1089,127,17352,1912,0.5215068704647212
xgboost,0.5454545454545454,2,1091,125,17308,1956,0.5246663025669033
xgboost,0.5454545454545454,3,1099,117,17404,1860,0.5609691513305971
xgboost,0.5454545454545454,4,1099,117,17329,1935,0.5080627720891747
xgboost,0.5454545454545454,5,1087,129,17317,1947,0.5299588098344719
xgboost,0.5454545454545454,6,1110,106,17367,1897,0.5316730402536793
xgboost,0.5454545454545454,7,1099,117,17320,1944,0.5694169602215579
xgboost,0.5454545454545454,8,1095,121,17308,1956,0.509825027585741
xgboost,0.5454545454545454,9,1094,122,17308,1956,0.5614441246402202
xgboost,0.6363636363636364,0,847,102,17363,1901,0.539455470904315
